Student_ID,Gender,Age,Branch,CGPA,Tenth_Percentage,Twelfth_Percentage,Python,Java,SQL,Excel,PowerBI,Tableau,Machine_Learning,Communication_Skill,Aptitude_Score,Projects,Internship,Certifications,LeetCode_Problems,Hackathons,Resume_Score,Placement_Readiness,Expected_Salary_LPA,Placement
1185,Female,22,BCA Data Science,6.39,84.8,79.5,Yes,No,Yes,Yes,Yes,Yes,No,8,10,2,No,3,192,2,81,78,8.5,Yes
1186,Female,22,BCA Data Science,7.51,85.7,91.3,No,Yes,Yes,No,No,No,Yes,7,4,2,No,5,166,2,92,67,7.6,Yes
1187,Female,21,BSc CS,6.14,89.1,94.2,No,No,Yes,Yes,No,No,No,7,7,3,Yes,4,292,1,93,76,8.3,Yes
1188,Male,21,BCA,7.8,89.8,94.4,No,No,Yes,Yes,No,Yes,No,5,9,2,Yes,5,171,5,100,87,9.2,Yes
1189,Male,23,BSc CS,6.46,93.1,76.0,No,No,No,No,No,Yes,No,4,10,5,Yes,3,99,4,95,87,9.2,Yes
1190,Male,22,BSc CS,6.78,62.1,92.5,Yes,Yes,No,No,No,Yes,No,10,9,1,Yes,3,170,5,94,83,8.9,Yes
1191,Male,22,BCA Data Science,5.75,77.2,68.0,Yes,Yes,No,Yes,Yes,No,No,7,7,3,No,0,19,4,72,64,7.3,No
1192,Female,22,BCA,9.34,88.8,80.2,Yes,Yes,Yes,Yes,No,No,Yes,4,7,4,No,1,33,0,100,81,8.8,Yes
1193,Male,20,BCA,8.63,82.7,72.8,Yes,No,No,No,Yes,Yes,No,4,5,1,Yes,1,11,4,93,70,7.8,Yes
1194,Male,21,BSc CS,8.56,90.1,74.3,No,Yes,Yes,Yes,Yes,Yes,Yes,7,7,3,Yes,4,129,3,100,81,8.8,Yes
1195,Male,22,BSc CS,8.45,60.4,76.0,Yes,No,Yes,No,Yes,Yes,No,4,10,0,No,1,102,2,77,76,8.3,Yes
1196,Male,20,BCA,7.26,66.1,80.8,Yes,No,No,Yes,Yes,Yes,Yes,4,10,4,No,1,46,4,84,80,8.7,Yes
1197,Male,20,BCA Data Science,8.27,77.4,97.1,No,No,Yes,Yes,Yes,Yes,No,6,10,5,No,3,59,0,100,90,9.5,Yes
1198,Female,23,BSc CS,8.35,66.5,73.6,No,No,Yes,No,No,Yes,Yes,7,7,3,No,6,197,5,100,81,8.8,Yes
1199,Male,23,BCA,9.31,66.3,65.0,Yes,Yes,Yes,No,No,No,Yes,8,7,6,No,4,14,5,100,81,8.8,Yes
1200,Male,20,BSc CS,5.99,75.6,61.7,No,No,Yes,Yes,No,Yes,No,9,9,1,No,2,197,1,73,70,7.8,Yes
1201,Male,20,BCA,9.52,79.2,77.8,No,Yes,Yes,No,No,Yes,No,6,4,4,Yes,4,193,3,100,72,8.0,Yes
1202,Female,24,BSc CS,7.41,81.8,63.3,No,No,No,Yes,No,Yes,Yes,7,7,0,Yes,6,46,4,95,78,8.5,Yes
1203,Female,22,BSc CS,6.39,85.5,96.1,No,Yes,Yes,No,No,No,No,9,7,0,Yes,6,113,0,91,75,8.2,Yes
1204,Female,21,BSc CS,9.65,71.1,79.8,Yes,Yes,Yes,No,Yes,No,Yes,6,8,1,Yes,0,201,1,100,84,9.0,Yes
1205,Male,21,BCA Data Science,6.95,88.8,61.8,Yes,No,No,Yes,No,Yes,Yes,8,7,6,No,4,90,5,100,81,8.8,Yes
1206,Female,24,BSc CS,7.17,82.8,93.5,No,No,Yes,No,No,No,No,7,10,1,Yes,3,262,2,91,84,9.0,Yes
1207,Female,20,BSc CS,6.43,68.0,87.1,No,Yes,Yes,No,Yes,No,No,8,8,5,No,5,273,2,97,82,8.8,Yes
1208,Female,23,BCA Data Science,5.96,74.5,62.0,Yes,Yes,No,Yes,No,No,Yes,10,4,5,No,1,277,0,89,65,7.4,Yes
1209,Female,21,BSc CS,8.15,85.7,81.4,Yes,No,Yes,No,Yes,No,No,7,10,5,No,4,27,0,100,90,9.5,Yes
1210,Female,20,BCA,9.24,92.7,76.8,Yes,No,Yes,Yes,No,No,Yes,9,4,1,Yes,5,263,0,100,72,8.0,Yes
1211,Female,20,BSc CS,6.7,70.0,66.1,No,Yes,No,No,Yes,Yes,Yes,6,8,0,No,3,293,4,71,66,7.5,No
1212,Female,24,BSc CS,6.87,68.4,67.0,Yes,Yes,No,No,Yes,No,Yes,5,9,2,No,2,150,1,76,72,8.0,Yes
1213,Female,23,BCA Data Science,5.54,85.4,76.9,Yes,Yes,No,No,Yes,No,No,8,9,2,Yes,4,191,4,86,78,8.5,Yes
1214,Female,20,BSc CS,6.77,84.8,72.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,9,3,Yes,1,275,5,98,85,9.1,Yes
1215,Female,23,BCA,8.45,60.9,87.2,Yes,Yes,Yes,Yes,Yes,No,Yes,8,10,1,No,3,198,3,93,85,9.1,Yes
1216,Male,23,BCA Data Science,5.57,85.6,80.3,Yes,Yes,Yes,No,Yes,No,No,8,4,2,No,3,202,5,74,56,6.7,No
1217,Female,21,BSc CS,7.79,65.2,74.9,No,Yes,No,No,Yes,Yes,Yes,4,4,4,No,4,280,0,94,68,7.7,Yes
1218,Male,22,BSc CS,8.69,87.6,68.0,Yes,Yes,Yes,Yes,No,Yes,Yes,5,9,6,Yes,6,281,3,100,87,9.2,Yes
1219,Female,24,BCA Data Science,5.79,63.7,87.6,No,No,No,Yes,Yes,Yes,No,8,4,1,No,3,230,2,72,55,6.6,No
1220,Female,23,BCA,7.93,73.9,72.0,No,Yes,Yes,No,Yes,Yes,No,6,10,2,Yes,5,169,3,100,90,9.5,Yes
1221,Female,24,BCA Data Science,8.83,78.5,64.1,Yes,No,Yes,Yes,No,Yes,Yes,4,10,4,Yes,6,297,4,100,90,9.5,Yes
1222,Male,21,BSc CS,9.4,81.0,80.7,No,Yes,No,No,Yes,No,Yes,7,8,4,Yes,3,186,4,100,84,9.0,Yes
1223,Male,21,BSc CS,8.44,88.8,65.3,Yes,Yes,Yes,No,No,Yes,Yes,10,7,1,Yes,2,189,1,100,81,8.8,Yes
1224,Male,24,BCA,9.4,73.7,77.8,No,Yes,Yes,No,Yes,No,No,8,8,4,Yes,3,193,2,100,84,9.0,Yes
1225,Male,22,BSc CS,7.12,94.5,79.6,No,No,No,No,Yes,Yes,No,5,5,0,No,1,76,1,68,55,6.6,No
1226,Male,21,BSc CS,8.58,64.5,68.8,No,Yes,No,No,No,Yes,Yes,9,10,3,Yes,1,22,1,100,90,9.5,Yes
1227,Male,23,BSc CS,7.7,93.9,65.6,Yes,No,Yes,No,Yes,No,Yes,5,7,4,No,6,246,1,99,80,8.7,Yes
1228,Female,21,BSc CS,6.11,82.1,89.2,No,Yes,No,No,Yes,Yes,No,7,5,0,Yes,1,267,4,74,59,6.9,No
1229,Male,23,BCA,5.91,78.1,83.4,Yes,Yes,Yes,No,Yes,Yes,No,8,7,2,Yes,5,271,3,91,75,8.2,Yes
1230,Male,24,BSc CS,7.01,90.6,94.5,Yes,No,Yes,No,No,Yes,Yes,6,8,4,No,2,96,0,88,76,8.3,Yes
1231,Female,23,BCA Data Science,6.01,60.3,84.9,No,No,No,Yes,Yes,No,No,6,10,4,No,4,187,4,84,80,8.7,Yes
1232,Male,20,BCA Data Science,7.28,89.8,78.3,No,No,No,No,No,No,Yes,10,10,5,Yes,5,117,3,100,90,9.5,Yes
1233,Male,24,BCA Data Science,7.69,89.9,90.4,Yes,Yes,No,Yes,Yes,Yes,No,8,7,0,Yes,2,113,2,91,75,8.2,Yes
1234,Male,24,BCA Data Science,8.62,95.4,75.2,No,Yes,Yes,No,No,Yes,Yes,10,9,6,No,1,17,4,100,87,9.2,Yes
1235,Female,24,BSc CS,8.4,73.7,84.9,Yes,Yes,No,No,No,No,No,8,5,4,Yes,5,35,0,100,75,8.2,Yes
1236,Male,24,BCA,7.0,96.6,70.5,Yes,No,No,Yes,No,Yes,No,8,4,4,Yes,4,150,2,100,72,8.0,Yes
1237,Female,21,BSc CS,9.27,90.9,81.8,No,No,No,Yes,No,No,No,8,10,0,No,0,132,0,90,84,9.0,Yes
1238,Female,22,BCA,8.52,90.4,75.7,No,Yes,No,Yes,No,Yes,No,9,9,6,No,0,283,1,100,87,9.2,Yes
1239,Male,20,BCA Data Science,6.44,81.8,66.9,Yes,No,Yes,Yes,Yes,No,Yes,5,5,6,Yes,6,182,1,100,75,8.2,Yes
1240,Male,20,BSc CS,8.41,85.2,83.3,Yes,No,No,No,No,No,No,5,10,4,No,3,113,4,99,89,9.4,Yes
1241,Female,22,BSc CS,8.94,78.2,80.5,No,No,Yes,No,Yes,No,No,9,4,0,Yes,3,297,0,100,72,8.0,Yes
1242,Female,21,BSc CS,9.21,67.1,70.0,No,No,No,No,Yes,No,No,5,7,5,No,2,205,2,100,81,8.8,Yes
1243,Female,23,BCA Data Science,6.06,81.9,68.7,Yes,No,Yes,No,No,Yes,Yes,10,9,1,No,6,4,1,84,77,8.4,Yes
1244,Male,23,BSc CS,9.78,92.3,79.6,No,No,No,No,Yes,No,Yes,9,5,0,Yes,6,130,3,100,75,8.2,Yes
1245,Female,24,BCA,6.94,73.7,81.3,No,No,Yes,No,Yes,No,Yes,8,8,5,Yes,6,145,2,100,84,9.0,Yes
1246,Female,22,BSc CS,8.83,77.0,63.0,No,No,Yes,Yes,No,No,No,10,4,0,Yes,2,116,2,100,72,8.0,Yes
1247,Male,23,BCA Data Science,6.65,84.5,70.3,No,No,No,No,Yes,Yes,Yes,5,9,1,No,5,40,1,77,73,8.1,Yes
1248,Female,23,BSc CS,5.91,95.6,78.0,Yes,Yes,No,Yes,Yes,No,Yes,4,9,3,No,1,126,5,69,68,7.7,Yes
1249,Female,24,BSc CS,6.04,80.0,66.5,Yes,No,No,No,No,No,No,5,9,4,Yes,4,233,5,92,82,8.8,Yes
1250,Female,23,BSc CS,8.25,71.8,73.2,Yes,Yes,No,No,No,No,No,5,6,0,Yes,4,69,2,94,74,8.2,Yes
1251,Male,21,BSc CS,5.54,95.0,96.0,No,No,Yes,No,No,Yes,Yes,8,6,1,No,4,223,3,72,61,7.1,No
1252,Male,23,BSc CS,8.67,74.8,74.4,No,Yes,No,Yes,No,No,No,7,5,6,Yes,1,69,2,100,75,8.2,Yes
1253,Male,21,BCA Data Science,7.45,86.6,78.7,No,Yes,Yes,Yes,Yes,Yes,Yes,6,6,1,No,5,4,1,85,69,7.8,Yes
1254,Male,21,BCA,7.62,73.0,71.8,No,No,No,Yes,No,Yes,Yes,4,6,6,No,0,278,3,92,73,8.1,Yes
1255,Female,22,BCA Data Science,9.01,91.5,64.6,Yes,No,No,Yes,Yes,Yes,No,9,10,0,Yes,3,199,5,100,90,9.5,Yes
1256,Male,21,BCA,8.21,61.6,95.6,Yes,No,No,No,Yes,No,Yes,10,9,1,Yes,1,222,2,100,87,9.2,Yes
1257,Female,21,BSc CS,8.01,75.0,69.2,Yes,No,Yes,No,Yes,Yes,Yes,7,4,5,No,6,30,0,100,72,8.0,Yes
1258,Female,24,BSc CS,7.81,64.1,78.5,No,No,No,Yes,Yes,No,No,9,5,2,Yes,3,224,4,100,75,8.2,Yes
1259,Female,21,BCA Data Science,7.61,81.5,80.7,No,No,No,Yes,Yes,Yes,No,6,10,2,No,3,0,5,86,81,8.8,Yes
1260,Male,20,BCA Data Science,8.16,73.8,83.6,No,Yes,No,Yes,No,Yes,No,6,7,5,No,0,49,4,97,79,8.6,Yes
1261,Female,20,BCA,6.27,61.2,64.1,Yes,Yes,Yes,No,No,No,Yes,6,5,4,Yes,0,106,5,88,67,7.6,Yes
1262,Female,21,BCA Data Science,8.94,62.3,81.2,No,No,Yes,No,Yes,Yes,No,4,5,4,Yes,0,118,4,100,75,8.2,Yes
1263,Male,24,BSc CS,7.76,69.5,83.8,Yes,No,Yes,No,No,No,Yes,5,10,1,No,4,172,5,84,80,8.7,Yes
1264,Female,20,BSc CS,7.4,73.4,72.0,No,No,No,No,No,Yes,Yes,7,10,4,No,2,231,3,93,85,9.1,Yes
1265,Male,20,BCA Data Science,5.65,70.8,60.6,Yes,No,Yes,No,Yes,Yes,No,4,10,6,No,4,261,4,85,81,8.8,Yes
1266,Female,24,BCA Data Science,7.48,65.9,70.1,Yes,Yes,No,No,Yes,No,Yes,9,4,5,No,6,247,1,100,72,8.0,Yes
1267,Female,20,BCA,8.06,71.4,87.8,No,Yes,Yes,No,No,No,No,10,4,6,Yes,5,5,5,100,72,8.0,Yes
1268,Male,23,BSc CS,7.75,72.1,81.5,No,Yes,Yes,Yes,No,No,Yes,5,7,2,No,1,67,2,82,70,7.8,Yes
1269,Male,20,BCA,8.7,80.8,70.0,No,No,Yes,Yes,No,Yes,No,7,9,4,Yes,4,268,1,100,87,9.2,Yes
1270,Female,24,BCA,8.84,72.3,95.1,Yes,Yes,No,No,No,No,Yes,6,6,4,Yes,6,156,1,100,78,8.5,Yes
1271,Male,22,BCA,8.18,76.7,95.1,Yes,Yes,No,Yes,Yes,Yes,Yes,5,8,1,No,0,175,5,79,71,7.9,Yes
1272,Female,21,BSc CS,7.53,72.6,88.1,Yes,Yes,No,No,Yes,Yes,No,8,9,4,Yes,2,87,0,100,87,9.2,Yes
1273,Male,22,BCA,8.16,62.0,84.9,Yes,Yes,No,No,No,Yes,Yes,6,10,5,No,1,194,4,99,89,9.4,Yes
1274,Female,21,BSc CS,9.23,80.2,67.1,No,Yes,Yes,Yes,No,No,No,7,9,1,Yes,2,180,2,100,87,9.2,Yes
1275,Male,24,BCA Data Science,6.69,62.4,69.8,No,Yes,No,Yes,Yes,No,No,9,5,0,No,4,116,3,79,62,7.2,No
1276,Male,22,BCA Data Science,7.33,71.9,83.0,No,Yes,Yes,Yes,Yes,Yes,No,9,9,4,Yes,3,74,5,100,87,9.2,Yes
1277,Male,21,BCA Data Science,7.9,96.0,64.5,No,Yes,Yes,No,No,No,No,7,9,6,No,1,96,0,100,87,9.2,Yes
1278,Female,23,BCA,8.78,83.3,70.1,Yes,Yes,Yes,Yes,No,Yes,No,5,8,6,No,5,191,1,100,84,9.0,Yes
1279,Male,23,BCA,6.09,67.3,61.2,Yes,No,No,Yes,Yes,Yes,Yes,5,7,6,No,5,166,3,92,76,8.3,Yes
1280,Female,24,BSc CS,8.84,83.1,91.3,No,No,Yes,Yes,No,No,Yes,5,8,4,No,5,20,4,100,84,9.0,Yes
1281,Male,21,BSc CS,9.64,67.2,76.7,No,No,No,Yes,No,No,Yes,9,8,1,No,6,231,0,100,84,9.0,Yes
1282,Male,20,BCA Data Science,9.53,86.5,65.1,No,No,No,Yes,Yes,No,Yes,7,4,2,No,5,83,5,100,72,8.0,Yes
1283,Male,23,BCA,8.54,84.1,63.2,No,Yes,No,No,Yes,Yes,No,8,10,5,Yes,1,74,1,100,90,9.5,Yes
1284,Female,21,BCA Data Science,6.83,89.2,77.0,Yes,Yes,Yes,Yes,Yes,No,Yes,7,7,6,No,4,2,4,100,81,8.8,Yes
1285,Female,22,BCA Data Science,8.03,78.1,75.6,Yes,Yes,Yes,No,Yes,Yes,Yes,5,4,5,No,0,74,0,94,68,7.7,Yes
1286,Male,22,BCA,5.71,75.8,66.8,No,Yes,No,No,Yes,Yes,No,6,6,3,Yes,6,218,4,91,72,8.0,Yes
1287,Female,21,BSc CS,6.08,86.4,70.4,No,Yes,Yes,Yes,Yes,Yes,No,9,9,4,No,3,162,2,88,79,8.6,Yes
1288,Female,23,BCA Data Science,7.92,79.7,84.0,No,Yes,Yes,No,Yes,Yes,Yes,4,7,5,Yes,5,106,4,100,81,8.8,Yes
1289,Female,24,BSc CS,6.94,81.3,84.2,Yes,Yes,No,No,Yes,No,No,8,8,2,Yes,0,170,2,89,77,8.4,Yes
1290,Male,24,BCA,9.63,91.6,67.4,No,No,No,Yes,Yes,No,Yes,9,7,6,No,3,211,5,100,81,8.8,Yes
1291,Female,21,BSc CS,7.93,85.8,81.1,Yes,Yes,No,No,Yes,Yes,No,10,4,2,No,5,273,1,100,72,8.0,Yes
1292,Male,20,BCA,6.0,89.7,71.7,No,Yes,No,No,Yes,No,Yes,6,7,6,No,1,268,2,86,72,8.0,Yes
1293,Male,24,BSc CS,8.88,89.6,94.7,No,Yes,No,Yes,Yes,No,No,9,10,4,No,6,167,1,100,90,9.5,Yes
1294,Male,22,BCA Data Science,9.77,67.8,61.4,No,Yes,Yes,No,Yes,Yes,No,7,4,0,No,0,295,2,92,67,7.6,Yes
1295,Female,22,BCA Data Science,6.33,70.5,72.1,No,Yes,No,Yes,Yes,No,Yes,4,8,4,Yes,1,277,2,86,75,8.2,Yes
1296,Male,23,BCA,9.56,90.6,81.8,Yes,Yes,No,No,No,Yes,Yes,4,7,5,Yes,0,196,0,100,81,8.8,Yes
1297,Female,23,BCA Data Science,6.27,82.7,82.5,No,No,No,No,Yes,Yes,No,8,5,0,No,0,233,2,66,54,6.5,No
1298,Female,21,BCA,9.57,65.5,94.0,No,No,No,Yes,No,No,No,7,4,0,No,0,179,3,90,66,7.5,Yes
1299,Male,23,BCA,8.8,83.0,64.8,Yes,No,Yes,No,Yes,No,No,7,8,3,Yes,4,124,4,100,84,9.0,Yes
1300,Female,21,BCA,5.78,67.9,86.4,No,No,No,Yes,Yes,Yes,No,4,8,4,No,2,284,0,74,68,7.7,No
1301,Male,23,BSc CS,9.61,62.6,64.1,No,No,No,Yes,Yes,Yes,Yes,8,10,5,Yes,6,75,5,100,90,9.5,Yes
1302,Male,22,BSc CS,6.75,83.4,77.0,Yes,No,No,No,No,No,Yes,8,4,4,No,6,65,2,98,70,7.8,Yes
1303,Male,21,BCA,9.66,60.0,81.3,No,Yes,No,Yes,Yes,No,No,9,6,5,No,3,195,3,100,78,8.5,Yes
1304,Female,21,BCA Data Science,6.1,81.1,92.0,No,No,Yes,No,Yes,Yes,Yes,4,9,0,Yes,5,249,5,76,72,8.0,Yes
1305,Male,24,BCA,6.09,90.6,92.7,No,Yes,No,No,No,No,No,5,5,3,Yes,4,255,5,88,67,7.6,Yes
1306,Male,21,BCA,7.27,80.8,73.9,Yes,No,No,Yes,No,Yes,Yes,9,9,4,No,3,264,0,98,85,9.1,Yes
1307,Male,20,BSc CS,8.21,85.2,85.4,No,Yes,No,Yes,No,No,No,8,9,2,No,2,150,2,93,82,8.8,Yes
1308,Female,21,BSc CS,9.47,88.5,87.6,No,Yes,No,Yes,Yes,No,Yes,6,7,0,Yes,4,39,2,100,81,8.8,Yes
1309,Female,20,BCA Data Science,6.71,92.6,60.5,Yes,Yes,Yes,No,No,Yes,No,10,9,1,No,1,270,0,79,74,8.2,Yes
1310,Female,23,BCA,8.06,91.2,91.8,No,No,Yes,No,Yes,Yes,No,4,9,2,Yes,0,85,3,90,81,8.8,Yes
1311,Male,20,BSc CS,7.55,96.0,95.1,Yes,No,No,No,No,Yes,No,4,6,6,No,3,161,4,98,76,8.3,Yes
1312,Female,21,BCA,8.24,96.3,76.4,No,No,No,No,Yes,No,No,7,10,5,Yes,5,99,4,100,90,9.5,Yes
1313,Male,20,BSc CS,7.85,85.6,91.6,Yes,No,Yes,Yes,No,No,Yes,9,6,2,Yes,0,12,4,98,76,8.3,Yes
1314,Female,22,BCA,8.32,91.7,96.1,Yes,Yes,Yes,Yes,No,Yes,Yes,9,5,2,No,3,38,5,98,73,8.1,Yes
1315,Female,21,BSc CS,8.48,85.4,89.3,No,Yes,Yes,No,Yes,No,No,6,4,2,No,1,225,0,89,65,7.4,Yes
1316,Female,21,BSc CS,7.19,84.5,64.1,No,Yes,Yes,No,No,Yes,Yes,4,4,4,No,6,228,0,93,67,7.6,Yes
1317,Female,23,BCA Data Science,8.25,95.4,85.3,No,Yes,No,No,Yes,No,No,7,7,6,Yes,4,115,0,100,81,8.8,Yes
1318,Male,23,BSc CS,7.94,95.5,73.6,No,No,Yes,Yes,No,No,Yes,10,7,6,No,5,103,1,100,81,8.8,Yes
1319,Female,23,BSc CS,6.32,86.4,94.1,No,No,Yes,No,Yes,Yes,Yes,5,4,5,Yes,3,199,0,96,69,7.8,Yes
1320,Male,20,BCA Data Science,9.65,90.8,96.7,Yes,Yes,No,Yes,No,Yes,No,4,5,6,No,5,274,1,100,75,8.2,Yes
1321,Male,20,BCA Data Science,8.66,78.6,60.7,Yes,Yes,Yes,Yes,Yes,Yes,No,10,10,0,No,4,87,4,97,88,9.3,Yes
1322,Male,22,BCA Data Science,7.64,90.4,68.4,Yes,No,No,No,No,Yes,Yes,6,10,6,Yes,6,23,4,100,90,9.5,Yes
1323,Female,20,BCA Data Science,6.02,65.4,75.8,No,Yes,No,Yes,Yes,Yes,Yes,10,10,5,No,6,80,0,100,90,9.5,Yes
1324,Male,23,BSc CS,5.53,95.2,86.9,No,No,No,Yes,Yes,Yes,No,8,7,3,Yes,1,19,4,84,71,7.9,Yes
1325,Male,21,BCA Data Science,9.59,83.8,89.7,No,No,Yes,Yes,Yes,Yes,Yes,8,6,6,Yes,3,106,2,100,78,8.5,Yes
1326,Male,20,BSc CS,8.93,86.0,96.8,No,No,Yes,Yes,Yes,Yes,No,6,5,3,No,2,232,0,99,74,8.2,Yes
1327,Male,20,BCA Data Science,6.26,89.8,78.4,Yes,Yes,Yes,No,No,No,Yes,9,9,2,Yes,6,56,2,98,85,9.1,Yes
1328,Female,21,BSc CS,8.67,93.1,74.3,Yes,Yes,No,No,Yes,No,Yes,5,8,3,Yes,3,191,1,100,84,9.0,Yes
1329,Male,24,BCA Data Science,7.04,70.2,72.8,Yes,Yes,No,Yes,Yes,No,No,7,5,6,No,1,151,4,96,72,8.0,Yes
1330,Male,24,BCA Data Science,7.99,81.0,68.7,No,No,Yes,No,No,No,Yes,9,7,5,Yes,1,167,3,100,81,8.8,Yes
1331,Male,24,BCA Data Science,9.43,94.1,75.9,Yes,Yes,No,Yes,No,No,No,10,10,5,Yes,3,253,1,100,90,9.5,Yes
1332,Female,21,BCA,8.48,75.5,68.3,No,No,Yes,Yes,Yes,No,No,5,9,3,Yes,3,237,1,100,87,9.2,Yes
1333,Female,20,BSc CS,8.2,86.7,60.1,Yes,No,No,Yes,No,No,No,9,8,4,Yes,6,41,4,100,84,9.0,Yes
1334,Female,21,BSc CS,9.56,85.6,93.7,Yes,No,No,No,Yes,No,No,5,9,4,Yes,4,104,1,100,87,9.2,Yes
1335,Male,23,BSc CS,5.99,78.2,95.7,Yes,Yes,No,No,No,No,No,4,4,2,No,3,248,4,69,53,6.4,No
1336,Male,21,BCA,7.79,91.4,94.2,No,No,Yes,Yes,No,Yes,Yes,7,5,2,Yes,0,84,2,94,71,7.9,Yes
1337,Male,21,BSc CS,6.15,67.8,96.2,Yes,No,No,Yes,No,No,No,7,9,5,Yes,2,96,0,97,85,9.1,Yes
1338,Male,21,BCA,8.27,75.6,73.0,No,No,No,No,No,Yes,No,5,10,2,Yes,3,190,2,100,90,9.5,Yes
1339,Male,21,BSc CS,6.72,96.3,83.5,Yes,No,Yes,Yes,Yes,Yes,Yes,4,4,2,Yes,3,133,2,85,63,7.2,Yes
1340,Male,24,BSc CS,8.54,85.3,97.2,Yes,No,No,Yes,No,Yes,Yes,7,7,6,Yes,3,163,1,100,81,8.8,Yes
1341,Male,23,BCA,6.92,86.8,78.0,No,Yes,No,No,Yes,No,Yes,5,9,4,Yes,2,12,3,95,84,9.0,Yes
1342,Female,23,BCA Data Science,5.9,62.1,84.4,Yes,No,Yes,Yes,Yes,No,Yes,8,7,1,No,2,261,0,71,63,7.2,Yes
1343,Male,23,BSc CS,8.58,76.3,74.7,Yes,No,No,No,No,No,Yes,5,9,3,No,6,226,2,100,87,9.2,Yes
1344,Female,23,BCA Data Science,9.35,65.3,82.3,Yes,Yes,Yes,No,No,No,Yes,8,10,3,Yes,0,209,5,100,90,9.5,Yes
1345,Female,21,BCA Data Science,7.89,87.0,88.7,Yes,Yes,Yes,No,No,No,Yes,10,10,2,No,3,286,5,97,88,9.3,Yes
1346,Female,24,BCA,8.9,65.9,71.4,No,Yes,No,No,Yes,No,Yes,4,4,6,No,3,34,4,100,72,8.0,Yes
1347,Female,22,BCA,7.93,93.0,83.9,No,Yes,No,Yes,No,Yes,Yes,5,6,3,Yes,2,83,0,99,77,8.4,Yes
1348,Female,21,BCA Data Science,8.24,96.3,61.9,No,Yes,Yes,Yes,Yes,Yes,No,10,6,6,No,2,185,0,100,78,8.5,Yes
1349,Male,21,BCA Data Science,6.09,70.7,89.6,No,No,Yes,Yes,Yes,Yes,Yes,10,5,6,Yes,3,235,0,100,75,8.2,Yes
1350,Male,21,BCA Data Science,7.56,71.8,73.8,No,No,Yes,No,Yes,Yes,Yes,5,10,5,Yes,5,116,2,100,90,9.5,Yes
1351,Male,20,BCA,9.72,76.1,89.0,Yes,Yes,Yes,No,No,Yes,Yes,4,4,6,Yes,3,60,2,100,72,8.0,Yes
1352,Male,24,BSc CS,8.37,88.7,89.7,Yes,Yes,Yes,No,Yes,Yes,Yes,10,9,2,No,2,82,4,98,85,9.1,Yes
1353,Male,21,BCA,5.79,91.1,89.0,Yes,Yes,No,Yes,Yes,Yes,Yes,8,10,5,No,2,94,3,86,81,8.8,Yes
1354,Female,23,BCA Data Science,9.72,76.1,79.5,No,Yes,No,Yes,No,Yes,Yes,7,10,2,No,4,20,0,100,90,9.5,Yes
1355,Female,20,BCA,7.15,77.4,88.0,No,Yes,No,No,No,Yes,Yes,10,10,3,No,1,6,5,91,84,9.0,Yes
1356,Female,22,BSc CS,7.38,85.0,63.2,Yes,No,No,Yes,Yes,Yes,No,5,6,1,No,0,119,3,73,61,7.1,Yes
1357,Male,21,BCA Data Science,8.79,82.6,88.7,No,No,No,No,No,No,Yes,10,7,0,Yes,2,250,3,100,81,8.8,Yes
1358,Female,23,BCA,5.93,62.0,62.6,Yes,Yes,No,No,Yes,No,Yes,10,4,5,No,6,238,1,99,71,7.9,Yes
1359,Female,21,BCA,7.67,80.6,90.8,Yes,Yes,No,Yes,No,No,No,10,7,3,No,0,16,1,93,76,8.3,Yes
1360,Female,20,BCA Data Science,7.35,71.9,74.8,Yes,No,No,No,Yes,Yes,No,6,7,4,No,4,180,2,94,77,8.4,Yes
1361,Female,24,BCA Data Science,8.04,64.9,73.9,Yes,No,No,Yes,No,No,No,7,6,0,Yes,1,120,5,90,72,8.0,Yes
1362,Male,22,BCA,9.41,62.5,71.6,No,Yes,Yes,No,Yes,No,No,8,8,3,No,0,240,4,100,84,9.0,Yes
1363,Male,24,BCA Data Science,7.95,72.3,63.7,No,Yes,Yes,No,No,No,Yes,8,6,2,No,1,254,5,89,71,7.9,Yes
1364,Male,22,BSc CS,6.74,61.8,97.9,No,Yes,Yes,Yes,No,No,Yes,8,10,4,No,3,107,2,91,84,9.0,Yes
1365,Female,22,BSc CS,8.96,76.5,80.5,Yes,No,No,No,No,Yes,Yes,9,9,4,Yes,4,255,1,100,87,9.2,Yes
1366,Female,20,BSc CS,7.79,83.3,89.2,No,Yes,Yes,No,No,Yes,Yes,5,9,5,No,6,222,3,100,87,9.2,Yes
1367,Female,23,BSc CS,6.38,75.7,91.3,Yes,No,Yes,No,Yes,Yes,Yes,5,4,1,No,3,248,4,71,54,6.5,Yes
1368,Female,22,BSc CS,9.39,67.7,70.4,Yes,No,No,Yes,Yes,No,Yes,4,10,0,No,4,152,0,91,84,9.0,Yes
1369,Female,21,BCA,8.33,63.4,95.8,Yes,Yes,Yes,Yes,No,No,Yes,5,8,0,No,2,299,5,80,72,8.0,Yes
1370,Male,22,BCA,6.44,64.1,68.1,No,No,No,No,Yes,No,No,9,4,2,No,3,126,2,83,61,7.1,No
1371,Male,23,BCA,8.58,91.2,60.8,Yes,Yes,Yes,No,No,No,No,10,9,0,Yes,6,226,3,100,87,9.2,Yes
